fecha,precipitaciones,temperatura,humedad,consumo,evento
2023-11-08,0.0,15.3,74,738.35,
2023-11-09,0.0,16.4,81,746.84,
2023-11-10,0.0,15.5,74,729.75,
2023-11-11,0.0,17.6,84,713.01,
2023-11-12,0.2,18.9,85,763.06,
2023-11-13,0.4,19.2,83,796.77,
2023-11-14,0.0,21.9,70,654.94,
2023-11-15,0.0,19.4,74,740.32,DÃ­a de la EnseÃ±anza
2023-11-16,0.0,20.4,79,708.5,
2023-11-17,0.0,17.4,88,663.39,
2023-11-18,0.0,18.3,81,726.78,
2023-11-19,0.0,20.2,75,678.84,
2023-11-20,0.0,20.8,70,660.21,
2023-11-21,0.0,15.0,65,707.36,
2023-11-22,0.0,14.7,58,700.02,
2023-11-23,0.0,13.1,62,737.29,
2023-11-24,0.0,17.1,57,678.77,
2023-11-25,0.0,17.8,64,699.24,
2023-11-26,0.0,17.8,64,698.98,
2023-11-27,0.0,12.7,81,701.86,
2023-11-28,0.6,13.1,92,712.47,
2023-11-29,0.8,15.4,92,808.58,
2023-11-30,31.2,17.4,87,748.27,
2023-12-01,0.8,15.5,79,850.2,
2023-12-02,0.0,8.4,84,934.75,
2023-12-03,3.2,8.9,87,1036.72,
2023-12-04,0.4,10.4,94,851.62,
2023-12-05,0.0,9.6,87,1008.59,
2023-12-06,0.0,11.5,82,857.89,
2023-12-07,1.6,14.8,85,871.32,
2023-12-08,0.0,13.9,78,870.51,
2023-12-09,0.0,13.4,91,855.72,
2023-12-10,0.0,14.3,88,868.44,
2023-12-11,0.0,15.0,81,837.14,
2023-12-12,0.9,17.9,78,860.65,
2023-12-13,0.0,13.5,74,858.74,
2023-12-14,0.0,12.7,70,756.87,
2023-12-15,0.0,13.1,75,855.38,
2023-12-16,0.0,11.2,81,877.24,
2023-12-17,0.0,11.1,77,857.7,
2023-12-18,0.0,11.7,73,811.22,
2023-12-19,0.0,14.2,69,779.84,
2023-12-20,0.0,11.9,77,816.06,
2023-12-21,0.0,13.6,68,818.3,
2023-12-22,0.0,14.9,71,824.14,
2023-12-23,0.0,14.5,72,814.49,
2023-12-24,0.0,14.7,73,852.98,
2023-12-25,0.0,13.0,82,864.01,Navidad
2023-12-26,0.0,4.1,97,996.92,
2023-12-27,0.0,4.0,98,989.57,
2023-12-28,0.0,10.8,90,852.13,
2023-12-29,0.0,8.8,87,1041.15,
2023-12-30,0.0,13.6,79,818.68,
2023-12-31,0.0,12.2,82,884.01,AÃ±o Nuevo
2024-01-01,0.0,12.5,73,872.09,AÃ±o Nuevo
2024-01-02,0.0,15.1,81,842.55,
2024-01-03,1.6,13.0,90,848.53,
2024-01-04,6.8,13.7,92,876.54,
2024-01-05,0.0,10.4,78,869.22,Cabalgata de Reyes Magos
2024-01-06,0.0,11.1,75,833.61,
2024-01-07,0.0,11.0,68,800.61,
2024-01-08,1.6,10.7,69,860.76,
2024-01-09,1.8,9.7,85,1050.0,
2024-01-10,0.0,8.4,90,957.91,
2024-01-11,0.0,10.7,79,883.28,
2024-01-12,0.0,10.1,82,828.76,
2024-01-13,0.0,11.6,84,805.63,
2024-01-14,0.0,18.7,75,845.21,
2024-01-15,3.0,14.8,94,881.17,
2024-01-16,10.0,16.9,73,822.28,San AntÃ³n
2024-01-17,8.4,14.8,85,860.04,San AntÃ³n
2024-01-18,15.6,16.0,88,876.0,
2024-01-19,7.4,13.6,90,900.24,
2024-01-20,0.0,8.2,88,924.7,
2024-01-21,0.0,11.5,83,789.62,
2024-01-22,0.0,14.7,82,792.54,
2024-01-23,0.0,15.6,86,829.45,
2024-01-24,0.0,15.1,92,833.26,
2024-01-25,0.0,18.1,86,778.78,
2024-01-26,0.0,17.0,84,785.07,
2024-01-27,0.0,17.3,80,834.86,
2024-01-28,0.0,17.1,78,877.49,
2024-01-29,0.0,13.3,88,868.9,
2024-01-30,0.0,12.1,88,803.37,
2024-01-31,0.0,13.4,82,833.09,
2024-02-01,0.0,15.8,73,891.12,
2024-02-02,0.0,16.0,70,788.86,
2024-02-03,0.0,15.8,70,825.5,
2024-02-04,0.0,16.2,67,792.09,
2024-02-05,0.0,18.0,67,803.73,
2024-02-06,0.0,16.7,68,814.53,
2024-02-07,0.0,13.6,85,852.03,
2024-02-08,9.2,15.9,70,843.08,
2024-02-09,12.0,11.9,94,870.03,
2024-02-10,0.0,12.1,80,888.63,
2024-02-11,8.8,8.0,90,987.83,
2024-02-12,0.0,17.0,78,829.25,
2024-02-13,0.0,19.0,80,809.98,
2024-02-14,0.0,18.8,85,841.3,
2024-02-15,2.2,14.6,89,847.5,
2024-02-16,0.0,17.1,72,838.23,
2024-02-17,0.0,16.8,62,805.56,
2024-02-18,0.0,18.2,62,785.26,
2024-02-19,0.0,19.5,67,764.3,
2024-02-20,0.0,20.3,60,731.42,
2024-02-21,0.0,21.6,57,733.65,
2024-02-22,0.2,15.4,75,866.1,
2024-02-23,4.0,11.9,76,876.77,
2024-02-24,0.0,12.2,65,807.49,
2024-02-25,9.0,13.7,83,837.27,
2024-02-26,0.8,12.5,70,854.51,
2024-02-27,0.0,12.4,49,771.56,
2024-02-28,0.0,16.0,53,839.3,
2024-02-29,0.0,16.6,66,779.44,
2024-03-01,0.0,14.1,57,711.33,Carnaval
2024-03-02,9.6,12.2,77,739.6,Carnaval
2024-03-03,0.6,11.5,69,703.98,Carnaval
2024-03-04,0.0,14.3,83,767.19,Carnaval
2024-03-05,0.0,14.2,67,699.32,Carnaval
2024-03-06,0.0,16.9,61,709.33,Carnaval
2024-03-07,10.4,14.1,78,762.78,Carnaval
2024-03-08,16.2,11.0,77,779.75,Carnaval
2024-03-09,6.2,9.5,92,939.95,Carnaval
2024-03-10,0.2,12.7,77,785.66,
2024-03-11,0.0,15.1,65,734.81,
2024-03-12,0.0,17.1,65,689.79,
2024-03-13,0.0,20.5,60,658.14,
2024-03-14,0.0,18.1,65,684.66,
2024-03-15,0.0,21.4,66,664.9,
2024-03-16,0.0,23.1,67,637.67,
2024-03-17,0.0,24.9,62,602.18,
2024-03-18,0.0,23.1,61,668.87,
2024-03-19,0.0,26.8,52,685.46,
2024-03-20,0.4,22.5,61,652.53,
2024-03-21,0.0,22.0,63,637.86,
2024-03-22,0.0,28.5,42,684.75,
2024-03-23,0.0,23.9,43,642.61,
2024-03-24,0.6,21.9,56,653.89,Semana Santa
2024-03-25,4.6,14.6,90,751.5,Semana Santa
2024-03-26,3.2,11.3,68,735.53,Semana Santa
2024-03-27,25.4,14.8,85,790.17,Semana Santa
2024-03-28,4.4,15.1,92,764.7,Semana Santa
2024-03-29,10.2,12.9,85,746.63,Semana Santa
2024-03-30,28.4,10.9,88,775.8,Semana Santa
2024-03-31,9.6,9.1,93,910.45,Semana Santa
2024-04-01,0.0,15.4,72,735.21,
2024-04-02,0.0,18.4,62,696.61,
2024-04-03,0.2,19.7,64,761.02,
2024-04-04,0.0,24.0,61,685.46,
2024-04-05,0.0,28.0,52,747.54,
2024-04-06,0.0,28.2,49,682.93,
2024-04-07,0.0,24.6,56,652.89,
2024-04-08,0.8,20.8,67,656.78,
2024-04-09,0.0,18.2,41,709.5,
2024-04-10,0.0,21.2,46,645.02,
2024-04-11,0.0,23.9,47,630.62,
2024-04-12,0.0,25.2,40,714.93,
2024-04-13,0.0,27.5,41,681.22,
2024-04-14,0.0,27.4,36,705.09,
2024-04-15,0.0,28.9,50,719.71,
2024-04-16,0.0,28.1,47,686.1,
2024-04-17,0.0,25.2,44,702.66,
2024-04-18,0.0,25.7,42,729.72,
2024-04-19,0.0,24.8,51,622.82,
2024-04-20,0.0,25.8,43,711.04,
2024-04-21,0.0,25.2,51,681.52,
2024-04-22,0.0,21.5,30,634.1,
2024-04-23,0.0,18.5,34,672.39,
2024-04-24,0.0,20.4,37,666.45,
2024-04-25,0.0,21.7,46,614.25,
2024-04-26,1.8,17.6,58,713.62,
2024-04-27,0.8,17.2,66,745.64,
2024-04-28,0.0,18.1,54,699.96,
2024-04-29,0.2,19.7,55,693.87,
2024-04-30,2.2,19.3,53,733.02,
2024-05-01,0.2,16.7,56,700.69,
2024-05-02,0.0,17.5,51,704.72,
2024-05-03,0.0,21.1,46,670.38,
2024-05-04,0.0,26.0,42,679.12,
2024-05-05,0.0,23.0,56,642.08,
2024-05-06,0.0,23.0,53,647.18,
2024-05-07,0.0,26.0,36,717.05,
2024-05-08,0.0,27.0,30,695.42,
2024-05-09,0.0,29.7,37,681.01,
2024-05-10,0.0,31.8,34,812.05,
2024-05-11,0.0,31.0,29,787.17,
2024-05-12,0.0,30.3,36,764.04,
2024-05-13,0.0,29.7,35,682.67,
2024-05-14,0.0,22.1,44,646.88,
2024-05-15,0.0,20.8,45,675.9,
2024-05-16,0.0,20.9,47,703.64,
2024-05-17,0.0,21.9,48,656.71,
2024-05-18,0.0,24.8,37,682.18,
2024-05-19,0.0,23.8,38,634.89,
2024-05-20,0.0,24.4,39,664.48,
2024-05-21,0.0,23.0,40,664.22,
2024-05-22,0.0,24.9,40,651.18,
2024-05-23,0.0,27.1,34,712.54,
2024-05-24,0.0,30.7,30,805.41,
2024-05-25,0.0,32.2,33,796.99,
2024-05-26,0.0,32.1,26,835.12,
2024-05-27,0.0,32.2,29,783.79,
2024-05-28,0.0,33.8,34,798.65,
2024-05-29,0.0,35.8,30,797.17,
2024-05-30,0.0,36.6,25,831.83,Corpus Christi
2024-05-31,0.0,35.0,32,815.57,
2024-06-01,0.0,32.6,43,925.07,
2024-06-02,0.0,31.6,38,877.62,
2024-06-03,0.0,32.2,47,855.39,
2024-06-04,0.0,32.8,41,888.05,
2024-06-05,0.0,35.8,28,917.06,
2024-06-06,0.0,37.8,26,867.96,
2024-06-07,0.2,36.3,31,948.67,
2024-06-08,4.2,26.9,58,782.86,
2024-06-09,0.0,24.8,55,711.39,
2024-06-10,9.6,24.4,64,727.73,
2024-06-11,0.0,28.5,44,809.19,
2024-06-12,0.4,28.4,48,826.47,
2024-06-13,0.0,31.5,39,853.33,
2024-06-14,0.0,33.4,29,884.56,
2024-06-15,0.0,30.8,31,861.35,
2024-06-16,0.0,31.8,25,903.47,
2024-06-17,0.0,33.2,29,902.97,
2024-06-18,0.0,30.1,42,881.69,
2024-06-19,0.0,26.5,54,789.73,
2024-06-20,0.0,24.5,48,689.65,
2024-06-21,0.0,31.1,36,895.23,
2024-06-22,0.0,34.4,28,855.28,
2024-06-23,0.0,34.2,32,826.19,
2024-06-24,0.0,35.9,38,856.81,
2024-06-25,0.0,36.9,36,860.44,
2024-06-26,3.8,30.0,53,792.25,
2024-06-27,0.0,32.0,55,871.31,
2024-06-28,0.2,25.7,58,800.51,
2024-06-29,0.0,25.4,61,757.83,
2024-06-30,0.0,29.1,49,736.32,
2024-07-01,0.0,32.3,37,866.74,
2024-07-02,0.0,34.9,31,860.08,
2024-07-03,0.0,37.4,24,913.65,
2024-07-04,0.0,40.3,20,941.43,
2024-07-05,0.0,40.1,24,890.86,
2024-07-06,0.0,33.3,33,872.94,
2024-07-07,0.0,33.0,26,894.82,
2024-07-08,0.0,34.7,17,877.22,
2024-07-09,0.0,35.7,20,902.89,
2024-07-10,0.0,37.4,31,840.4,
2024-07-11,0.0,38.1,28,877.26,
2024-07-12,0.0,35.9,23,861.89,
2024-07-13,0.0,36.2,19,881.71,
2024-07-14,0.0,35.4,17,939.97,
2024-07-15,0.0,33.5,36,868.45,
2024-07-16,0.0,36.0,24,911.37,
2024-07-17,0.0,39.1,29,810.87,
2024-07-18,0.0,38.5,20,880.5,
2024-07-19,0.0,40.5,21,913.55,
2024-07-20,0.0,37.6,21,863.19,
2024-07-21,0.0,36.0,33,854.64,
2024-07-22,0.0,37.3,32,851.3,
2024-07-23,0.0,40.5,30,840.32,
2024-07-24,0.0,42.2,18,856.77,
2024-07-25,0.0,40.7,18,876.31,
2024-07-26,0.0,39.4,23,869.99,
2024-07-27,0.0,40.0,20,879.71,
2024-07-28,0.0,40.4,26,886.19,
2024-07-29,0.0,38.5,39,897.49,
2024-07-30,0.0,40.5,27,925.09,
2024-07-31,0.0,39.7,23,933.67,DÃ­a de la Pandorga
2024-08-01,0.0,39.8,22,915.16,
2024-08-02,0.0,36.0,28,915.23,
2024-08-03,0.0,38.7,24,858.94,
2024-08-04,0.0,40.4,25,879.29,
2024-08-05,0.0,39.8,19,882.86,
2024-08-06,0.0,39.8,19,873.22,
2024-08-07,0.0,39.7,19,870.77,
2024-08-08,0.0,40.1,21,881.74,
2024-08-09,0.0,40.5,23,918.21,
2024-08-10,0.0,39.8,22,858.94,
2024-08-11,0.0,40.0,21,867.5,
2024-08-12,0.0,37.8,29,873.11,
2024-08-13,0.0,31.1,31,855.44,
2024-08-14,0.0,32.6,32,878.73,
2024-08-15,0.0,33.0,29,904.67,Virgen del Prado
2024-08-16,0.0,34.9,35,879.11,Virgen del Prado
2024-08-17,0.0,38.0,26,919.56,Virgen del Prado
2024-08-18,0.0,38.0,26,814.66,Virgen del Prado
2024-08-19,0.0,37.3,32,888.51,Virgen del Prado
2024-08-20,0.0,38.4,35,911.96,Virgen del Prado
2024-08-21,1.6,38.0,38,884.46,Virgen del Prado
2024-08-22,0.0,36.5,33,841.33,Virgen del Prado
2024-08-23,0.0,37.8,28,900.11,
2024-08-24,0.0,36.8,35,869.12,
2024-08-25,0.0,37.7,27,815.29,
2024-08-26,0.0,36.2,41,866.93,
2024-08-27,0.0,36.3,25,856.18,
2024-08-28,0.2,37.5,29,903.81,
2024-08-29,0.2,32.5,51,922.83,
2024-08-30,8.8,33.3,62,886.22,
2024-08-31,0.0,33.6,49,867.76,
2024-09-01,0.0,32.5,40,816.78,
2024-09-02,0.0,33.4,35,791.83,
2024-09-03,0.0,32.6,38,833.82,
2024-09-04,0.0,31.5,31,814.7,
2024-09-05,0.0,31.8,39,793.56,
2024-09-06,0.0,29.0,32,695.67,
2024-09-07,0.0,29.1,26,693.23,
2024-09-08,0.0,28.9,32,722.82,
2024-09-09,0.0,30.2,31,791.56,
2024-09-10,0.0,31.9,28,809.19,
2024-09-11,0.0,31.9,38,783.32,
2024-09-12,0.0,30.9,30,827.68,
2024-09-13,0.0,27.2,35,696.38,
2024-09-14,0.0,28.9,45,690.47,
2024-09-15,0.0,30.6,38,822.65,
2024-09-16,0.0,31.9,20,821.04,
2024-09-17,0.0,28.2,31,737.72,
2024-09-18,0.0,27.9,50,670.93,
2024-09-19,9.0,23.1,78,760.18,
2024-09-20,0.0,25.0,67,648.78,
2024-09-21,0.0,25.6,53,721.44,
2024-09-22,0.0,25.8,52,677.67,
2024-09-23,0.0,25.1,48,739.69,
2024-09-24,0.0,20.7,44,646.65,
2024-09-25,0.0,24.4,68,628.39,
2024-09-26,6.2,27.4,68,747.56,
2024-09-27,0.0,21.6,59,660.68,
2024-09-28,0.0,21.8,36,680.91,
2024-09-29,0.0,25.6,41,683.15,
2024-09-30,0.0,28.2,36,684.4,
2024-10-01,0.0,28.1,37,695.26,
2024-10-02,0.0,24.8,65,618.39,
2024-10-03,0.0,25.6,62,699.97,
2024-10-04,0.0,25.2,59,701.33,
2024-10-05,0.0,24.6,66,640.11,
2024-10-06,0.0,27.6,56,714.31,Mancha CÃ³mic
2024-10-07,1.6,27.6,66,736.69,Mancha CÃ³mic
2024-10-08,0.0,21.3,65,608.72,Mancha CÃ³mic
2024-10-09,2.2,21.9,78,751.41,
2024-10-10,0.0,19.6,63,681.98,
2024-10-11,45.6,21.5,63,702.95,
2024-10-12,15.4,16.9,98,778.98,
2024-10-13,0.0,20.0,93,677.84,
2024-10-14,1.0,22.5,89,757.3,
2024-10-15,9.6,18.6,90,726.02,
2024-10-16,26.0,21.9,92,731.61,
2024-10-17,0.0,17.6,76,732.93,
2024-10-18,0.0,18.4,73,716.86,
2024-10-19,0.0,21.0,75,673.86,
2024-10-20,0.0,22.0,74,702.42,
2024-10-21,0.0,23.4,71,665.7,
2024-10-22,0.0,23.2,72,710.92,
2024-10-23,0.0,23.0,72,670.9,
2024-10-24,0.0,22.5,71,720.4,
2024-10-25,1.0,19.9,75,736.23,
2024-10-26,3.0,12.2,87,729.56,
2024-10-27,2.4,12.4,88,736.51,
2024-10-28,9.2,17.2,82,796.1,
2024-10-29,17.8,17.0,89,783.48,
2024-10-30,0.0,18.2,84,703.27,
2024-10-31,0.4,18.0,81,778.37,Halloween
2024-11-01,0.0,20.8,72,687.88,
2024-11-02,0.0,18.3,82,755.82,
2024-11-03,0.0,20.8,77,702.26,
2024-11-04,0.2,20.3,72,729.46,
2024-11-05,0.0,20.9,73,673.67,
2024-11-06,0.0,20.4,79,682.79,
2024-11-07,0.0,19.1,79,726.47,
2024-11-08,0.0,16.4,90,754.95,
2024-11-09,0.0,19.6,77,755.1,
2024-11-10,0.0,18.8,73,750.5,
2024-11-11,0.0,17.7,70,720.3,
2024-11-12,0.0,15.8,67,696.29,
2024-11-13,9.0,8.7,93,940.53,
2024-11-14,0.0,18.1,83,709.9,
2024-11-15,0.0,19.1,80,767.68,DÃ­a de la EnseÃ±anza
2024-11-16,0.0,15.6,88,765.62,
2024-11-17,0.4,16.5,89,767.06,
2024-11-18,0.0,19.3,78,724.6,
2024-11-19,0.0,18.7,82,730.32,
2024-11-20,0.0,15.2,78,763.18,
2024-11-21,0.0,13.2,82,719.54,
2024-11-22,0.2,14.0,91,776.16,
2024-11-23,0.0,19.0,77,731.95,
2024-11-24,0.0,16.9,80,724.88,
2024-11-25,8.4,19.5,78,791.12,
2024-11-26,0.0,12.7,85,740.02,
2024-11-27,0.0,14.6,80,719.8,
2024-11-28,0.0,12.7,90,767.07,
2024-11-29,0.0,17.4,86,706.61,
2024-11-30,0.0,18.9,78,698.26,
2024-12-01,0.0,17.0,85,830.32,
2024-12-02,0.0,16.2,83,850.68,
2024-12-03,0.0,13.4,91,857.59,
2024-12-04,0.0,15.6,74,853.22,
2024-12-05,0.0,17.4,77,844.25,
2024-12-06,0.0,16.4,79,815.66,
2024-12-07,0.0,14.0,90,819.11,
2024-12-08,0.0,12.6,58,778.16,
2024-12-09,0.0,10.5,56,783.59,
2024-12-10,0.0,10.4,67,844.54,
2024-12-11,0.0,9.2,71,968.53,
2024-12-12,0.0,10.0,78,850.68,
2024-12-13,0.0,12.5,78,820.03,
2024-12-14,0.0,10.7,81,825.39,
2024-12-15,0.0,9.7,73,998.52,
2024-12-16,0.0,10.9,73,870.73,
2024-12-17,0.0,11.6,77,827.96,
2024-12-18,0.0,15.3,76,836.44,
2024-12-19,0.2,14.2,79,827.68,
2024-12-20,0.0,10.8,70,795.62,
2024-12-21,0.0,11.1,70,798.28,
2024-12-22,0.0,15.0,69,797.55,
2024-12-23,0.0,12.9,60,785.54,
2024-12-24,0.0,13.8,68,766.68,
2024-12-25,0.0,14.6,78,864.71,Navidad
2024-12-26,0.0,8.8,96,943.21,
2024-12-27,0.0,12.1,84,837.76,
2024-12-28,0.0,10.6,81,811.86,
2024-12-29,0.0,10.1,82,836.76,
2024-12-30,0.0,7.9,90,945.04,
2024-12-31,0.0,5.9,98,1003.34,AÃ±o Nuevo
2025-01-01,0.0,10.8,92,838.39,AÃ±o Nuevo
