fecha,precipitaciones,temperatura,humedad,consumo,evento
2022-03-05,0.0,12.0,69,682.37,Carnaval
2022-03-06,0.6,12.6,74,772.46,Carnaval
2022-03-07,0.2,14.0,66,713.85,Carnaval
2022-03-08,0.0,13.5,59,749.12,Carnaval
2022-03-09,0.0,17.0,58,681.99,Carnaval
2022-03-10,0.0,18.1,60,708.17,
2022-03-11,5.6,12.3,84,774.26,
2022-03-12,4.2,15.2,64,721.68,
2022-03-13,4.8,14.9,68,716.32,
2022-03-14,3.6,11.7,87,784.43,
2022-03-15,0.0,15.2,77,757.78,
2022-03-16,2.4,11.6,84,722.01,
2022-03-17,0.4,13.9,71,767.78,
2022-03-18,0.0,14.0,76,739.31,
2022-03-19,0.0,13.9,75,723.99,
2022-03-20,1.8,18.4,65,705.04,
2022-03-21,1.6,16.1,78,777.77,
2022-03-22,13.6,15.9,86,787.72,
2022-03-23,10.6,10.2,87,762.53,
2022-03-24,0.6,13.5,85,757.11,
2022-03-25,0.4,12.5,85,760.77,
2022-03-26,0.0,12.7,82,741.67,
2022-03-27,0.0,17.1,70,703.89,
2022-03-28,0.2,19.2,65,720.0,
2022-03-29,7.0,14.6,87,745.61,
2022-03-30,8.6,13.9,87,791.09,
2022-03-31,0.2,15.2,65,780.56,
2022-04-01,0.0,12.5,55,702.71,
2022-04-02,0.0,12.0,46,709.58,
2022-04-03,0.0,12.4,43,667.34,
2022-04-04,6.2,8.6,66,861.25,
2022-04-05,9.8,4.8,93,961.72,
2022-04-06,0.0,15.1,66,689.15,
2022-04-07,0.0,17.9,61,664.91,
2022-04-08,0.0,17.5,64,663.35,
2022-04-09,0.0,18.5,70,675.2,
2022-04-10,0.0,25.0,58,672.52,Semana Santa
2022-04-11,0.8,24.1,58,723.31,Semana Santa
2022-04-12,0.0,17.0,74,745.58,Semana Santa
2022-04-13,0.0,19.5,59,721.31,Semana Santa
2022-04-14,0.0,21.0,55,648.65,Semana Santa
2022-04-15,0.0,23.1,44,646.13,Semana Santa
2022-04-16,0.0,27.5,44,698.82,Semana Santa
2022-04-17,0.0,26.9,47,652.04,Semana Santa
2022-04-18,0.0,26.5,48,687.66,
2022-04-19,6.6,19.7,57,738.04,
2022-04-20,1.8,10.7,75,752.14,
2022-04-21,0.0,17.5,47,661.66,
2022-04-22,31.4,13.0,81,777.51,
2022-04-23,0.6,14.7,65,695.92,
2022-04-24,0.0,18.3,56,706.62,
2022-04-25,0.0,22.1,50,645.62,
2022-04-26,0.0,22.5,57,675.98,
2022-04-27,5.0,18.9,62,737.74,
2022-04-28,3.8,17.2,74,792.76,
2022-04-29,0.0,22.3,56,618.63,
2022-04-30,0.0,24.5,51,651.98,
2022-05-01,0.0,26.2,43,721.4,
2022-05-02,0.0,21.0,52,647.31,
2022-05-03,0.6,21.0,69,666.77,
2022-05-04,0.2,20.7,65,685.5,
2022-05-05,0.0,24.0,52,651.68,
2022-05-06,0.0,25.3,39,738.95,
2022-05-07,0.0,25.7,36,684.21,
2022-05-08,0.0,28.0,37,729.21,
2022-05-09,0.0,29.3,39,692.84,
2022-05-10,0.0,30.1,38,812.68,
2022-05-11,0.0,30.7,37,812.36,
2022-05-12,0.0,29.4,37,687.69,
2022-05-13,0.0,31.3,36,778.1,
2022-05-14,0.0,31.6,35,821.98,
2022-05-15,0.0,27.0,44,696.06,
2022-05-16,0.0,28.3,37,709.11,
2022-05-17,0.0,30.5,37,783.53,
2022-05-18,0.0,34.3,31,797.53,
2022-05-19,0.0,36.2,29,781.44,
2022-05-20,0.0,36.2,33,785.6,
2022-05-21,0.0,36.8,33,805.94,
2022-05-22,0.0,28.9,44,688.5,
2022-05-23,0.0,28.4,44,705.33,
2022-05-24,0.0,24.3,40,650.69,
2022-05-25,0.0,24.3,33,668.45,
2022-05-26,0.0,26.4,34,683.43,
2022-05-27,0.0,31.8,29,880.11,
2022-05-28,0.0,33.0,25,881.58,
2022-05-29,0.0,30.9,23,786.42,
2022-05-30,0.0,25.4,49,698.41,
2022-05-31,0.0,31.3,30,750.9,
2022-06-01,0.0,30.1,32,834.36,
2022-06-02,0.0,28.8,38,754.2,
2022-06-03,0.0,28.0,40,745.3,
2022-06-04,0.0,27.3,38,811.88,
2022-06-05,0.0,30.7,32,879.18,
2022-06-06,0.0,32.6,25,917.62,
2022-06-07,0.0,33.4,26,880.37,
2022-06-08,0.0,30.5,36,864.14,
2022-06-09,0.0,34.6,33,831.57,
2022-06-10,0.0,36.3,33,909.11,
2022-06-11,0.0,38.4,29,915.51,
2022-06-12,0.0,39.4,21,861.08,
2022-06-13,0.0,39.4,19,884.14,
2022-06-14,0.0,39.5,20,875.52,
2022-06-15,0.2,38.1,24,947.21,
2022-06-16,0.0,39.7,31,869.31,Corpus Christi
2022-06-17,0.0,40.3,31,865.95,
2022-06-18,0.0,39.0,24,914.49,
2022-06-19,0.0,31.1,31,839.65,
2022-06-20,0.0,29.2,41,772.96,
2022-06-21,0.0,29.2,28,762.66,
2022-06-22,0.0,24.6,42,701.21,
2022-06-23,0.0,26.1,49,732.5,
2022-06-24,0.0,27.7,40,767.56,
2022-06-25,0.0,28.6,35,768.06,
2022-06-26,0.0,28.6,29,843.83,
2022-06-27,0.0,29.2,24,765.92,
2022-06-28,0.0,33.3,33,858.76,
2022-06-29,0.0,32.8,20,864.0,
2022-06-30,0.0,31.0,24,906.94,
2022-07-01,0.0,35.7,31,886.58,
2022-07-02,0.0,36.4,36,867.52,
2022-07-03,0.0,35.4,37,870.27,
2022-07-04,0.0,35.4,23,890.26,
2022-07-05,0.0,36.5,22,917.19,
2022-07-06,0.0,33.6,22,843.56,
2022-07-07,0.0,34.0,35,875.94,
2022-07-08,0.0,35.7,27,892.01,
2022-07-09,0.0,37.3,28,875.97,
2022-07-10,0.0,38.5,24,920.79,
2022-07-11,0.0,38.1,22,940.28,
2022-07-12,0.0,38.6,22,896.99,
2022-07-13,0.0,40.2,20,908.99,
2022-07-14,0.0,40.7,19,893.69,
2022-07-15,0.0,39.2,25,911.55,
2022-07-16,0.0,39.2,20,894.95,
2022-07-17,0.0,39.8,17,929.06,
2022-07-18,0.0,39.8,23,893.06,
2022-07-19,0.0,35.3,22,836.13,
2022-07-20,0.0,37.2,20,909.83,
2022-07-21,0.0,38.7,27,833.58,
2022-07-22,0.0,39.0,21,855.65,
2022-07-23,0.0,39.7,17,877.51,
2022-07-24,0.0,40.0,13,887.24,
2022-07-25,0.0,38.8,13,851.09,
2022-07-26,0.0,37.4,18,856.87,
2022-07-27,0.0,36.1,26,898.61,
2022-07-28,0.0,36.1,23,827.81,
2022-07-29,0.0,37.6,25,872.32,
2022-07-30,0.0,38.5,37,889.77,
2022-07-31,0.0,38.2,37,907.56,DÃ­a de la Pandorga
2022-08-01,0.0,39.2,34,855.36,
2022-08-02,0.0,39.5,47,878.06,
2022-08-03,0.0,38.1,29,871.0,
2022-08-04,0.0,37.7,24,841.51,
2022-08-05,0.0,37.3,25,909.85,
2022-08-06,0.0,36.5,24,880.94,
2022-08-07,0.0,35.7,26,871.83,
2022-08-08,0.0,36.2,25,935.1,
2022-08-09,0.0,38.2,23,938.25,
2022-08-10,0.0,37.5,29,876.26,
2022-08-11,0.0,36.7,34,870.13,
2022-08-12,0.0,37.9,29,905.1,
2022-08-13,12.0,29.2,67,780.53,
2022-08-14,0.0,32.5,45,922.05,
2022-08-15,0.0,30.8,30,859.65,Virgen del Prado
2022-08-16,0.0,30.3,32,841.2,Virgen del Prado
2022-08-17,0.0,29.4,34,787.45,Virgen del Prado
2022-08-18,0.0,29.3,36,779.12,Virgen del Prado
2022-08-19,0.0,32.0,28,850.86,Virgen del Prado
2022-08-20,0.0,35.4,35,838.82,Virgen del Prado
2022-08-21,0.0,37.1,23,892.41,Virgen del Prado
2022-08-22,0.0,36.0,25,897.03,Virgen del Prado
2022-08-23,0.0,36.9,33,903.26,
2022-08-24,0.0,35.9,26,934.59,
2022-08-25,0.0,34.4,34,861.57,
2022-08-26,0.0,34.3,37,853.49,
2022-08-27,0.0,33.2,37,886.22,
2022-08-28,0.0,35.3,38,912.5,
2022-08-29,0.0,34.6,37,816.06,
2022-08-30,0.0,35.5,40,837.66,
2022-08-31,0.0,33.0,29,912.91,
2022-09-01,0.0,30.2,27,849.08,
2022-09-02,0.0,30.0,32,717.83,
2022-09-03,0.0,29.1,38,740.65,
2022-09-04,0.0,30.2,27,830.62,
2022-09-05,0.0,29.5,32,714.85,
2022-09-06,0.0,29.6,39,732.42,
2022-09-07,0.0,28.1,33,698.45,
2022-09-08,0.0,29.6,41,688.78,
2022-09-09,0.0,31.5,45,811.85,
2022-09-10,0.0,34.7,34,761.18,
2022-09-11,0.0,35.8,29,839.43,
2022-09-12,0.8,32.4,37,849.9,
2022-09-13,1.6,26.5,58,707.6,
2022-09-14,0.0,26.3,51,682.43,
2022-09-15,0.4,24.8,60,690.38,
2022-09-16,0.0,28.2,52,666.29,
2022-09-17,0.0,30.4,42,783.65,
2022-09-18,0.0,31.0,52,793.44,
2022-09-19,0.0,29.6,52,710.06,
2022-09-20,0.0,29.7,46,680.87,
2022-09-21,0.0,26.1,53,717.36,
2022-09-22,0.0,30.3,48,817.4,
2022-09-23,0.0,29.7,35,736.22,
2022-09-24,0.0,27.9,34,726.77,
2022-09-25,0.0,24.2,44,610.9,
2022-09-26,0.2,24.4,53,681.54,
2022-09-27,0.0,25.1,44,684.13,
2022-09-28,0.0,26.1,41,699.83,
2022-09-29,2.8,20.7,64,664.39,
2022-09-30,0.0,20.2,50,629.49,
2022-10-01,0.0,23.5,43,636.39,
2022-10-02,0.0,28.0,35,676.32,
2022-10-03,0.0,29.8,37,659.39,
2022-10-04,0.0,29.4,36,711.85,
2022-10-05,0.0,28.2,53,709.4,
2022-10-06,0.0,26.4,57,697.59,Mancha CÃ³mic
2022-10-07,0.0,24.5,60,605.96,Mancha CÃ³mic
2022-10-08,0.0,25.4,58,702.1,Mancha CÃ³mic
2022-10-09,0.0,26.6,61,680.54,
2022-10-10,11.4,25.3,64,732.77,
2022-10-11,0.0,24.0,66,622.67,
2022-10-12,0.0,23.3,64,649.37,
2022-10-13,0.0,24.7,57,647.3,
2022-10-14,0.0,27.1,46,675.6,
2022-10-15,0.0,28.6,43,727.31,
2022-10-16,0.8,26.6,45,681.62,
2022-10-17,0.0,29.1,48,708.36,
2022-10-18,0.0,31.3,48,802.57,
2022-10-19,0.8,25.6,39,723.95,
2022-10-20,1.4,22.5,55,655.3,
2022-10-21,9.0,19.1,80,772.78,
2022-10-22,0.0,25.2,59,734.66,
2022-10-23,0.8,22.8,60,687.3,
2022-10-24,0.2,22.3,69,696.03,
2022-10-25,0.0,26.5,51,719.54,
2022-10-26,0.0,27.8,44,673.18,
2022-10-27,0.0,30.2,34,823.54,
2022-10-28,0.0,28.8,40,675.99,
2022-10-29,0.0,26.9,41,726.41,
2022-10-30,0.0,23.2,56,666.83,
2022-10-31,0.0,21.2,65,609.89,Halloween
2022-11-01,0.0,22.2,63,658.43,
2022-11-02,0.0,22.5,63,616.61,
2022-11-03,0.4,19.4,63,695.04,
2022-11-04,0.0,19.4,56,707.58,
2022-11-05,0.0,18.3,47,709.01,
2022-11-06,0.0,21.5,38,646.61,
2022-11-07,0.0,21.5,39,652.1,
2022-11-08,0.0,19.9,64,713.37,
2022-11-09,0.6,17.7,77,771.9,
2022-11-10,0.0,16.9,76,716.53,
2022-11-11,0.0,18.0,71,725.36,
2022-11-12,0.0,24.1,55,635.15,
2022-11-13,0.0,21.8,65,652.07,
2022-11-14,0.0,19.5,66,676.51,
2022-11-15,2.4,18.5,69,768.31,DÃ­a de la EnseÃ±anza
2022-11-16,1.6,14.7,86,770.77,
2022-11-17,6.4,17.2,88,817.35,
2022-11-18,0.8,14.1,73,728.9,
2022-11-19,0.0,13.1,63,730.37,
2022-11-20,0.0,11.6,85,744.13,
2022-11-21,5.8,14.3,85,778.79,
2022-11-22,1.2,12.9,86,799.67,
2022-11-23,2.2,15.7,91,735.9,
2022-11-24,0.0,16.9,83,733.45,
2022-11-25,0.0,17.8,66,694.07,
2022-11-26,0.0,14.9,70,700.49,
2022-11-27,0.0,18.8,63,711.96,
2022-11-28,0.0,14.7,58,685.25,
2022-11-29,0.0,13.8,66,718.9,
2022-11-30,0.0,13.4,71,763.79,
2022-12-01,0.0,14.7,66,835.94,
2022-12-02,0.0,12.3,80,823.01,
2022-12-03,2.6,13.8,71,868.47,
2022-12-04,0.0,14.3,74,805.29,
2022-12-05,4.6,11.1,94,886.4,
2022-12-06,0.0,14.5,87,870.25,
2022-12-07,4.6,14.8,79,880.25,
2022-12-08,11.4,13.2,94,884.24,
2022-12-09,6.0,13.9,88,846.71,
2022-12-10,16.8,13.3,83,883.71,
2022-12-11,15.8,15.4,95,895.05,
2022-12-12,14.4,17.1,86,841.18,
2022-12-13,12.4,18.7,93,869.13,
2022-12-14,2.8,17.2,87,883.1,
2022-12-15,0.4,13.2,87,823.21,
2022-12-16,9.2,12.1,94,868.88,
2022-12-17,0.6,11.6,92,847.07,
2022-12-18,0.0,10.3,98,849.36,
2022-12-19,0.0,10.2,97,828.61,
2022-12-20,4.0,15.5,77,897.17,
2022-12-21,0.0,14.5,87,871.36,
2022-12-22,0.0,13.9,86,898.77,
2022-12-23,0.0,15.8,82,818.13,
2022-12-24,0.2,13.5,95,861.0,
2022-12-25,0.0,19.0,70,818.08,Navidad
2022-12-26,0.0,18.0,75,899.02,
2022-12-27,0.0,16.6,79,822.19,
2022-12-28,0.0,16.2,73,829.05,
2022-12-29,0.0,13.3,83,858.36,
2022-12-30,0.0,15.6,61,791.88,
2022-12-31,0.0,16.7,70,796.12,AÃ±o Nuevo
2023-01-01,0.6,17.1,55,841.65,AÃ±o Nuevo
2023-01-02,2.4,12.1,91,849.85,
2023-01-03,0.0,13.5,90,868.85,
2023-01-04,0.0,7.2,97,980.68,
2023-01-05,0.0,6.0,98,946.21,Cabalgata de Reyes Magos
2023-01-06,0.0,11.8,91,860.41,
2023-01-07,2.8,13.3,81,843.68,
2023-01-08,4.0,14.6,91,868.74,
2023-01-09,0.0,15.9,79,838.01,
2023-01-10,0.2,14.6,79,871.32,
2023-01-11,0.8,12.1,94,861.96,
2023-01-12,0.2,11.9,86,831.15,
2023-01-13,0.0,9.5,93,980.29,
2023-01-14,0.0,11.2,92,842.58,
2023-01-15,0.0,10.8,92,849.56,
2023-01-16,2.0,10.5,86,880.86,San AntÃ³n
2023-01-17,6.8,11.8,79,870.13,San AntÃ³n
2023-01-18,0.0,8.5,68,980.97,
2023-01-19,0.0,9.1,72,1001.09,
2023-01-20,0.0,15.6,80,863.65,
2023-01-21,0.0,12.0,78,809.32,
2023-01-22,0.0,8.5,42,977.49,
2023-01-23,0.0,8.6,57,979.72,
2023-01-24,0.0,6.9,67,972.05,
2023-01-25,0.0,8.9,66,923.39,
2023-01-26,0.0,9.0,61,940.88,
2023-01-27,0.0,10.3,54,787.87,
2023-01-28,0.0,8.9,54,967.2,
2023-01-29,0.0,7.4,61,984.06,
2023-01-30,0.0,9.7,67,889.68,
2023-01-31,0.0,13.3,55,827.82,
2023-02-01,0.0,13.7,56,796.9,
2023-02-02,0.0,13.6,60,777.16,
2023-02-03,0.0,15.9,53,843.18,
2023-02-04,0.0,18.0,45,813.25,
2023-02-05,0.0,16.9,46,773.13,
2023-02-06,0.0,11.9,63,819.52,
2023-02-07,0.6,7.8,84,1077.38,
2023-02-08,0.0,12.3,74,822.36,
2023-02-09,0.0,12.5,69,791.65,
2023-02-10,0.0,11.3,60,769.12,
2023-02-11,0.0,12.0,67,826.17,
2023-02-12,0.0,14.5,64,797.4,
2023-02-13,0.0,14.1,68,791.27,
2023-02-14,0.0,15.2,69,823.01,
2023-02-15,0.0,14.4,68,797.69,
2023-02-16,0.0,16.1,63,770.23,
2023-02-17,0.0,17.0,54,809.39,
2023-02-18,0.0,18.0,56,795.95,
2023-02-19,0.0,19.5,54,819.08,
2023-02-20,0.0,21.7,44,746.57,
2023-02-21,0.0,20.1,50,735.89,
2023-02-22,0.0,18.6,58,788.19,
2023-02-23,0.0,12.2,63,766.93,
2023-02-24,0.0,11.7,49,754.82,
2023-02-25,0.0,10.2,65,829.55,
2023-02-26,0.0,12.9,60,788.91,
2023-02-27,0.0,9.6,41,960.49,
2023-02-28,0.0,12.2,40,790.58,
2023-03-01,0.0,9.4,44,823.73,Carnaval
2023-03-02,0.0,13.0,38,710.72,Carnaval
2023-03-03,0.0,15.6,41,719.42,Carnaval
2023-03-04,0.0,16.7,39,733.84,Carnaval
2023-03-05,1.0,13.5,55,775.07,Carnaval
2023-03-06,1.0,15.0,69,763.42,Carnaval
2023-03-07,0.4,16.4,62,749.1,Carnaval
2023-03-08,0.0,18.1,80,744.42,Carnaval
2023-03-09,0.6,19.1,70,710.83,Carnaval
2023-03-10,0.0,19.6,63,690.31,
2023-03-11,0.0,20.4,71,668.91,
2023-03-12,0.0,24.6,60,683.66,
2023-03-13,0.0,23.1,57,667.41,
2023-03-14,0.0,20.0,48,662.85,
2023-03-15,0.0,23.8,39,670.73,
2023-03-16,0.0,26.5,32,684.25,
2023-03-17,0.0,18.6,51,658.57,
2023-03-18,0.0,16.7,60,640.34,
2023-03-19,0.0,20.2,45,643.11,
2023-03-20,0.0,22.3,36,662.24,
2023-03-21,0.0,23.6,39,677.73,
2023-03-22,0.0,24.7,39,668.06,
2023-03-23,0.0,25.5,37,682.56,
2023-03-24,0.0,19.7,58,764.77,
2023-03-25,0.0,24.0,54,662.38,
2023-03-26,0.0,23.0,49,626.07,
2023-03-27,0.0,22.6,31,668.07,
2023-03-28,0.0,26.1,25,723.23,
2023-03-29,0.0,29.5,38,699.56,
2023-03-30,0.0,25.7,34,713.92,
2023-03-31,0.0,21.0,59,680.57,
2023-04-01,0.0,22.3,49,672.93,
2023-04-02,0.0,21.2,31,618.26,Semana Santa
2023-04-03,0.0,21.6,28,648.39,Semana Santa
2023-04-04,0.0,23.1,27,658.76,Semana Santa
2023-04-05,0.0,23.7,26,651.04,Semana Santa
2023-04-06,0.0,25.4,32,684.01,Semana Santa
2023-04-07,0.0,26.7,25,678.08,Semana Santa
2023-04-08,0.0,28.3,22,730.98,Semana Santa
2023-04-09,0.0,29.2,34,695.0,Semana Santa
2023-04-10,0.0,28.2,23,731.42,
2023-04-11,0.0,28.6,25,730.11,
2023-04-12,0.0,22.0,47,656.54,
2023-04-13,0.0,20.9,43,593.11,
2023-04-14,0.0,23.1,39,629.76,
2023-04-15,0.0,26.1,42,707.07,
2023-04-16,0.0,25.4,28,725.42,
2023-04-17,0.0,26.5,21,735.73,
2023-04-18,0.0,26.6,32,705.33,
2023-04-19,0.0,26.9,37,706.68,
2023-04-20,0.0,28.5,32,681.24,
2023-04-21,0.0,27.6,35,680.11,
2023-04-22,1.8,21.9,46,704.03,
2023-04-23,0.0,26.8,38,663.82,
2023-04-24,0.0,28.6,38,678.3,
2023-04-25,0.0,30.5,28,818.47,
2023-04-26,0.0,32.4,26,809.74,
2023-04-27,0.0,35.1,24,828.25,
2023-04-28,0.0,34.4,25,791.87,
2023-04-29,0.0,26.9,34,715.83,
2023-04-30,0.0,27.9,39,709.44,
2023-05-01,0.0,29.2,30,705.88,
2023-05-02,0.0,30.8,22,806.38,
2023-05-03,0.0,32.3,26,837.46,
2023-05-04,0.0,26.8,37,704.56,
2023-05-05,0.0,30.3,28,791.49,
2023-05-06,0.0,29.4,25,703.9,
2023-05-07,0.0,29.6,34,694.58,
2023-05-08,0.0,31.1,34,779.38,
2023-05-09,0.0,31.6,30,821.4,
2023-05-10,0.0,30.4,29,822.63,
2023-05-11,0.0,26.7,33,693.32,
2023-05-12,0.0,23.4,32,645.55,
2023-05-13,0.0,23.1,33,632.37,
2023-05-14,0.0,23.5,34,658.52,
2023-05-15,0.0,25.3,30,724.39,
2023-05-16,0.0,25.1,28,708.29,
2023-05-17,0.0,25.0,27,656.12,
2023-05-18,0.0,25.5,36,708.22,
2023-05-19,0.0,23.2,32,631.74,
2023-05-20,0.0,23.4,30,637.83,
2023-05-21,0.0,24.8,39,626.69,
2023-05-22,4.2,20.0,63,674.4,
2023-05-23,2.0,18.6,71,757.19,
2023-05-24,0.0,24.3,65,639.86,
2023-05-25,28.4,27.3,57,696.96,
2023-05-26,0.8,24.2,72,695.68,
2023-05-27,8.4,18.1,90,805.9,
2023-05-28,0.8,21.6,77,690.24,
2023-05-29,0.0,22.5,61,623.47,
2023-05-30,0.0,24.2,56,666.06,
2023-05-31,0.8,24.2,53,706.95,
2023-06-01,0.0,25.9,55,750.64,
2023-06-02,0.0,26.2,61,777.13,
2023-06-03,0.0,27.0,55,783.59,
2023-06-04,0.0,28.3,51,785.58,
2023-06-05,4.6,31.1,54,887.31,
2023-06-06,3.6,30.9,52,918.25,
2023-06-07,11.8,23.7,81,748.09,
2023-06-08,19.4,18.6,95,850.21,Corpus Christi
2023-06-09,0.4,25.4,68,776.73,
2023-06-10,0.0,28.9,51,780.89,
2023-06-11,0.0,30.1,44,857.59,
2023-06-12,0.4,30.1,43,912.07,
2023-06-13,0.0,26.7,47,782.1,
2023-06-14,0.0,29.9,42,795.93,
2023-06-15,0.0,32.9,40,860.69,
2023-06-16,0.0,35.1,36,830.94,
2023-06-17,0.0,36.8,33,864.62,
2023-06-18,0.2,33.9,33,891.0,
2023-06-19,0.2,33.5,38,861.8,
2023-06-20,0.0,29.9,44,760.29,
2023-06-21,3.2,30.4,56,877.82,
2023-06-22,0.0,31.2,49,879.2,
2023-06-23,0.0,35.1,40,865.42,
2023-06-24,0.0,37.1,39,863.25,
2023-06-25,0.0,39.8,30,871.74,
2023-06-26,0.0,39.9,27,846.69,
2023-06-27,0.0,38.5,26,889.77,
2023-06-28,0.0,37.8,28,899.5,
2023-06-29,0.0,37.9,25,913.4,
2023-06-30,0.0,33.2,34,846.73,
2023-07-01,0.0,34.7,38,855.44,
2023-07-02,0.0,37.1,37,848.49,
2023-07-03,0.0,37.5,31,936.36,
2023-07-04,0.0,35.7,24,878.95,
2023-07-05,0.0,36.6,20,883.36,
2023-07-06,0.0,35.7,24,932.26,
2023-07-07,0.0,36.1,33,907.69,
2023-07-08,0.0,35.8,24,894.37,
2023-07-09,0.0,38.1,24,907.28,
2023-07-10,0.6,42.1,22,929.88,
2023-07-11,0.0,40.7,24,845.84,
2023-07-12,0.0,37.3,19,874.37,
2023-07-13,0.0,37.7,22,887.14,
2023-07-14,0.4,37.8,22,972.05,
2023-07-15,0.0,33.2,36,794.94,
2023-07-16,0.0,37.9,25,902.59,
2023-07-17,0.0,42.7,21,897.91,
2023-07-18,0.0,41.2,22,867.05,
2023-07-19,0.0,39.5,24,936.21,
2023-07-20,0.0,37.5,20,889.11,
2023-07-21,0.0,34.0,26,882.75,
2023-07-22,0.0,36.4,26,904.34,
2023-07-23,0.0,38.7,22,923.43,
2023-07-24,0.0,33.5,26,898.18,
2023-07-25,0.0,33.6,26,949.55,
2023-07-26,0.0,36.6,29,904.74,
2023-07-27,0.0,35.0,20,874.04,
2023-07-28,0.0,36.4,25,860.26,
2023-07-29,0.0,37.6,22,860.42,
2023-07-30,0.0,38.9,28,884.73,
2023-07-31,0.0,37.4,19,849.95,DÃ­a de la Pandorga
2023-08-01,0.0,37.4,21,871.42,
2023-08-02,0.0,36.0,33,903.1,
2023-08-03,0.0,34.2,40,901.29,
2023-08-04,0.0,30.7,26,897.2,
2023-08-05,0.0,34.7,23,897.42,
2023-08-06,0.0,39.3,22,918.32,
2023-08-07,0.0,39.4,37,849.08,
2023-08-08,0.0,41.5,35,889.28,
2023-08-09,0.0,42.3,24,889.1,
2023-08-10,0.0,39.0,20,876.4,
2023-08-11,0.0,40.7,17,860.74,
2023-08-12,0.0,39.4,20,879.89,
2023-08-13,0.0,39.1,31,867.02,
2023-08-14,0.0,37.1,20,878.58,
2023-08-15,0.0,38.3,19,904.24,Virgen del Prado
2023-08-16,0.0,37.3,21,871.88,Virgen del Prado
2023-08-17,0.0,36.7,24,930.28,Virgen del Prado
2023-08-18,0.0,35.3,24,909.48,Virgen del Prado
2023-08-19,0.0,37.7,24,833.07,Virgen del Prado
2023-08-20,0.0,39.5,25,824.44,Virgen del Prado
2023-08-21,0.0,40.8,31,869.27,Virgen del Prado
2023-08-22,0.0,40.4,26,897.25,Virgen del Prado
2023-08-23,0.0,39.7,24,919.72,
2023-08-24,0.0,40.2,24,888.41,
2023-08-25,0.1,39.6,23,910.95,
2023-08-26,0.1,35.0,27,880.87,
2023-08-27,0.0,26.2,32,794.38,
2023-08-28,0.0,29.4,31,745.12,
2023-08-29,0.0,30.8,32,872.12,
2023-08-30,0.0,30.7,33,858.63,
2023-08-31,0.0,34.3,31,832.67,
2023-09-01,0.0,34.2,28,846.72,
2023-09-02,15.2,28.3,41,760.84,
2023-09-03,32.4,20.0,91,727.33,
2023-09-04,0.0,27.6,60,705.13,
2023-09-05,0.0,29.3,50,657.53,
2023-09-06,0.0,30.9,54,785.61,
2023-09-07,0.0,31.0,54,806.52,
2023-09-08,0.0,32.3,46,818.91,
2023-09-09,3.0,28.5,53,765.36,
2023-09-10,0.0,32.2,49,757.14,
2023-09-11,0.0,27.7,52,717.96,
2023-09-12,0.0,28.9,46,713.98,
2023-09-13,0.0,30.9,51,793.75,
2023-09-14,20.6,30.7,69,837.78,
2023-09-15,3.4,25.0,82,719.61,
2023-09-16,0.0,24.9,61,647.71,
2023-09-17,8.4,20.5,79,738.15,
2023-09-18,0.0,22.3,67,652.14,
2023-09-19,0.0,25.3,60,721.37,
2023-09-20,0.0,26.7,56,711.6,
2023-09-21,2.0,23.1,74,699.84,
2023-09-22,0.0,21.1,60,644.79,
2023-09-23,0.0,24.3,50,664.57,
2023-09-24,0.0,28.3,47,749.32,
2023-09-25,0.0,30.3,47,761.05,
2023-09-26,0.0,30.4,49,805.63,
2023-09-27,0.0,30.7,47,806.53,
2023-09-28,0.0,31.7,43,771.33,
2023-09-29,0.0,32.0,41,813.62,
2023-09-30,0.0,33.0,42,800.53,
2023-10-01,0.0,33.2,37,784.56,
2023-10-02,0.0,33.2,36,810.36,
2023-10-03,0.0,32.6,39,803.87,
2023-10-04,0.0,32.0,49,820.47,
2023-10-05,0.0,32.7,41,797.71,
2023-10-06,0.0,32.4,36,814.3,Mancha CÃ³mic
2023-10-07,0.0,32.4,34,797.3,Mancha CÃ³mic
2023-10-08,0.0,31.9,39,816.24,Mancha CÃ³mic
2023-10-09,0.0,29.7,41,715.18,
2023-10-10,0.0,28.5,40,692.13,
2023-10-11,0.0,29.2,39,705.92,
2023-10-12,0.0,29.8,36,715.6,
2023-10-13,4.0,28.9,37,743.51,
2023-10-14,1.2,22.9,71,707.64,
2023-10-15,0.2,23.6,66,689.82,
2023-10-16,0.0,23.2,67,645.25,
2023-10-17,1.0,27.8,53,753.48,
2023-10-18,0.6,22.2,74,723.17,
2023-10-19,21.8,22.4,80,702.25,
2023-10-20,0.0,16.6,77,744.59,
2023-10-21,0.0,17.5,66,680.56,
2023-10-22,8.4,16.4,81,742.17,
2023-10-23,7.0,18.4,81,798.03,
2023-10-24,1.6,17.4,68,729.49,
2023-10-25,0.0,18.9,79,719.21,
2023-10-26,11.8,19.8,85,763.56,
2023-10-27,4.0,16.7,82,754.69,
2023-10-28,0.0,17.6,78,747.96,
2023-10-29,4.2,19.3,75,765.07,
2023-10-30,0.0,16.5,68,713.66,
2023-10-31,0.0,15.6,79,770.99,Halloween
2023-11-01,0.0,17.8,74,735.02,
2023-11-02,4.2,17.5,86,755.13,
2023-11-03,0.8,13.9,83,778.34,
2023-11-04,1.4,16.8,85,762.69,
2023-11-05,0.0,15.3,70,708.55,
2023-11-06,0.0,14.4,70,722.58,
2023-11-07,0.0,13.8,73,722.24,
